AlertDescription,Message,LastTriggeredDateTime,TriggeredCount,EventTypeWord,Frequency,ObjectType,Caption,IP_Address,Location,Tower,Vendor,MachineType,Environment,DC,CustomerName,TimeStamp,Alert Category
PSB_9K : Sev2 : File System Utilization above 95%,US Cloud : Sev2 : Linux : PSB : Ashburn : ashtdb201 : File System /archive_logs is 100 %,3/26/2019 8:55 PM,1,Triggered,10.00 m,Volume,ashtdb201,10.18.11.29,Ashburn,Linux,Linux,Red Hat,Test,US,PSB,3/26/2019 8:55 PM,BaNCs_Alerts
PSB_9K : Sev1 : Linux Availability,US Cloud : Sev1 : Linux : PSB : Ashburn :USASPSBLQDR007-primary.tcscloud.com is Down,3/26/2019 8:30 PM,1,Triggered,0.25 m,Node,USASPSBLQDR007-primary.tcscloud.com,10.18.4.83,Ashburn,Linux,Linux,Red Hat,Production,US,PSB,3/26/2019 8:30 PM,BaNCs_Alerts
PSB_9K : Sev1 : Linux Availability,US Cloud : Sev1 : Linux : PSB : Ashburn :ashtpxy001.osc2.us.tcscloud.com is Down,3/27/2019 1:01 AM,2,Triggered,0.25 m,Node,ashtpxy001.osc2.us.tcscloud.com,10.18.10.34,Ashburn,Linux,Linux,Red Hat,Test,US,PSB,3/26/2019 8:29 PM,BaNCs_Alerts
PSB_9K : Sev2 : File System Utilization above 95%,US Cloud : Sev2 : Linux : PSB : Ashburn : usaspsblslg001 : File System /var is 98 %,3/26/2019 8:25 PM,1,Triggered,10.00 m,Volume,usaspsblslg001,10.18.4.14,Ashburn,Linux,net-snmp,net-snmp - Linux,Production,US,PSB,3/26/2019 8:25 PM,BaNCs_Alerts
TCS_Management Sev2 : Serious : VM CPU Utilization is above 95%,US Cloud : VMware : Sev2 : CPU Utilization of Guest VM ccttecchi013 is above 95%,4/9/2019 5:35 PM,390,Triggered,10.00 m,Virtual Machine,CCTTECCHI013,10.13.115.23,Franklin Park,Linux,net-snmp,net-snmp - Linux,Production,US,eMEDS,3/26/2019 8:15 PM,
TCS_Mgmt : Sev1 : Backup Server Availability,US Cloud - TCS_Mgmt_FPK_7K : Sev1 : Windows : Production : Usfrwpcvma05 is Down.,4/4/2019 5:11 PM,9,Triggered,1.00 m,Node,Usfrwpcvma05,10.206.1.110,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_FPK_7K,3/26/2019 8:00 PM,
TCS_Mgmt : Sev1 : Backup Server Availability,US Cloud - TCS_Mgmt_FPK_7K : Sev1 : Windows : Production : usfrwpcv02 is Down.,3/26/2019 8:00 PM,3,Triggered,1.00 m,Node,usfrwpcv02,10.206.1.100,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_FPK_7K,3/26/2019 8:00 PM,
TCS_Mgmt : Sev1 : Backup Server Availability,US Cloud - TCS_Mgmt_FPK_7K : Sev1 : Windows : Production : Usfpwpcvra02 is Down.,3/26/2019 8:00 PM,3,Triggered,1.00 m,Node,Usfpwpcvra02,10.206.0.40,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_FPK_7K,3/26/2019 8:00 PM,
TCS_Mgmt : Sev1 : Backup Server Availability,US Cloud - TCS_Mgmt_FPK_7K : Sev1 : Windows : Production : Usfrwpcvma02 is Down.,4/4/2019 5:14 PM,9,Triggered,1.00 m,Node,Usfrwpcvma02,10.206.1.107,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_FPK_7K,3/26/2019 8:00 PM,
TCS_Mgmt : Sev1 : Backup Server Availability,US Cloud - TCS_Mgmt_FPK_7K : Sev1 : Windows : Production : Usfrwpcvma06 is Down.,3/26/2019 8:00 PM,7,Triggered,1.00 m,Node,Usfrwpcvma06,10.206.1.111,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_FPK_7K,3/26/2019 8:00 PM,
TCS_Mgmt : Sev1 : Backup Server Availability,US Cloud - TCS_Mgmt_FPK_7K : Sev1 : Windows : Production : Usfrwpcvma04 is Down.,3/26/2019 8:00 PM,6,Triggered,1.00 m,Node,Usfrwpcvma04,10.206.1.109,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_FPK_7K,3/26/2019 8:00 PM,
TCS_Mgmt : Sev1 : Backup Server Availability,US Cloud - TCS_Mgmt_FPK_7K : Sev1 : Windows : Production : Usfpwpcvra05 is Down.,3/26/2019 8:00 PM,4,Triggered,1.00 m,Node,Usfpwpcvra05,10.206.0.42,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_FPK_7K,3/26/2019 8:00 PM,
Emeds_Sev1 : Windows Availability,US Cloud : Sev1 : Windows : eMEDS : Franklin Park : AMGTECCHI008 is Down.,3/26/2019 7:59 PM,18,Triggered,0.25 m,Node,AMGTECCHI008,10.13.81.26,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,eMEDS,3/26/2019 7:59 PM,eMeds_Alerts
Emeds_Sev1 : Windows Availability,US Cloud : Sev1 : Windows : eMEDS : Franklin Park : CCTTECCHI029 is Down.,3/26/2019 7:59 PM,1,Triggered,0.25 m,Node,CCTTECCHI029,10.13.115.27,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,eMEDS,3/26/2019 7:59 PM,eMeds_Alerts
Emeds_Sev1 : Windows Availability,US Cloud : Sev1 : Windows : eMEDS : Franklin Park : MIA35132APP004 is Down.,3/26/2019 7:59 PM,3,Triggered,0.25 m,Node,MIA35132APP004,10.13.85.82,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,eMEDS,3/26/2019 7:59 PM,eMeds_Alerts
Emeds_Sev1 : Windows Availability,US Cloud : Sev1 : Windows : eMEDS : Franklin Park : CCTTECCHI030 is Down.,3/26/2019 7:59 PM,1,Triggered,0.25 m,Node,CCTTECCHI030,10.13.115.25,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,eMEDS,3/26/2019 7:59 PM,eMeds_Alerts
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : EUREDA-HUB403 is Down.,3/26/2019 11:59 PM,6,Triggered,0.25 m,Node,EUREDA-HUB403,10.11.100.43,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 7:12 PM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : EUREDA-HUB403 is Down.,3/26/2019 11:59 PM,6,Triggered,0.25 m,Node,EUREDA-HUB403,10.11.100.43,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 7:02 PM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-HUB414 is Down.,3/27/2019 10:10 AM,54,Triggered,0.25 m,Node,NOAADC-HUB414,10.11.10.59,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 6:28 PM,Alcoa_Alert_Console
TCS_Mgmt_FPK_9K : Sev2 : Interface is down,US Cloud : Sev2 : Network : TCS_Mgmt_FPK_9K : Node : FPKNWLEA03 Interface : Ethernet1/50  is Up,4/9/2019 11:25 AM,23,Triggered,1.00 m,Interface,FPKNWLEA03.us.tcscloud.com,172.26.0.25,Franklin Park,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_FPK_9K,3/26/2019 6:01 PM,
TCS_Mgmt_FPK_9K : Sev1 : Interface is down,US Cloud : Sev1 : Network : TCS_Mgmt_FPK_9K : Node : FPKNWSPN02 Interface : Ethernet1/5  is Down,3/26/2019 6:01 PM,29,Triggered,1.00 m,Interface,FPKNWSPN02.us.tcscloud.com,172.26.0.17,Franklin Park,Network,Cisco,Nexus 9396PX,Production,US,TCS_Mgmt_FPK_9K,3/26/2019 6:01 PM,
Solarwinds server_Sev2 : CPU Utilization  above 95%,US Cloud - Solarwinds Server : Sev2 : Windows : Production : USFRWPSWAPE01.tcscloud.com : CPU Load is 95 %,3/26/2019 4:04 PM,465,Triggered,10.00 m,Node,USFRWPSWAPE01.tcscloud.com,10.254.142.60,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,Solarwinds Server,3/26/2019 4:04 PM,
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : EUREDA-HUB403 is Down.,3/26/2019 11:59 PM,6,Triggered,0.25 m,Node,EUREDA-HUB403,10.11.100.43,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 4:01 PM,Alcoa_Alert_Console
Alcoa_7K : Sev3 : ESXi Host CPU Utilization is above 90%,US Cloud : VMware : Sev3 : usashpesx313.tcscloud.com : CPU Utilization is above 90%.,4/8/2019 3:43 PM,249,Triggered,10.00 m,Virtual Host,USASHPESX313.tcscloud.com,10.106.0.46,Ashburn,Windows,VMware Inc.,VMware ESX Server,Production,US,TCS_Mgmt_ASH_7K,3/26/2019 3:44 PM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : AUAADC-HUB413 is Down.,4/6/2019 10:14 AM,28,Triggered,0.25 m,Node,AUAADC-HUB413,10.11.10.52,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 3:02 PM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : AUAADC-HUB413 is Down.,4/6/2019 10:14 AM,28,Triggered,0.25 m,Node,AUAADC-HUB413,10.11.10.52,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 2:38 PM,Alcoa_Alert_Console
Sev1 : Critical : Linux Availability,US Cloud : Sev1 : Linux : Optumera : Ashburn : AMER : asobnvldpp03 is Down,4/9/2019 3:35 PM,192,Triggered,1.00 m,Node,asobnvldpp03,10.15.1.26,Ashburn,Linux,Linux,Red Hat,Production,US,Optumera,3/26/2019 2:05 PM,Optumera_Alert
TCS_Mgmt_FPK_9K : Sev1 : Interface Output Errors above 5000,US Cloud : Sev1 : Network : TCS_Mgmt_FPK_9K :DC : Franklin Park Device : FPKNWSTK01.tcscloud.com Interface : Port-channel11 Output Errors : 413221 errors This Hour,4/8/2019 1:33 PM,28,Triggered,30.00 m,Interface,FPKNWSTK01.tcscloud.com,172.26.0.1,Franklin Park,Network,Cisco,Cisco Catalyst 38xx stack,TCS Mgmt,US,TCS_Mgmt_FPK_9K,3/26/2019 2:04 PM,
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-HUB414 is Down.,3/27/2019 10:10 AM,54,Triggered,0.25 m,Node,NOAADC-HUB414,10.11.10.59,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 1:39 PM,Alcoa_Alert_Console
TCS_Mgmt_FPK_9K : Sev1 : Interface Output Errors above 5000,US Cloud : Sev1 : Network : TCS_Mgmt_FPK_9K :DC : Franklin Park Device : FPKNWSTK01.tcscloud.com Interface : TenGigabitEthernet2/1/4 Output Errors : 45260 errors This Hour,4/10/2019 8:03 AM,131,Triggered,30.00 m,Interface,FPKNWSTK01.tcscloud.com,172.26.0.1,Franklin Park,Network,Cisco,Cisco Catalyst 38xx stack,TCS Mgmt,US,TCS_Mgmt_FPK_9K,3/26/2019 12:34 PM,
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-HUB414 is Down.,3/27/2019 10:10 AM,54,Triggered,0.25 m,Node,NOAADC-HUB414,10.11.10.59,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 12:03 PM,Alcoa_Alert_Console
TCS_Mgmt_7K_Ashburn : Sev3 : Interface Output Errors (1001-3000),US Cloud : Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-3b Interface : port-channel1036 Output Errors : 2636 errors This Hour,3/26/2019 11:04 AM,3,Triggered,30.00 m,Interface,NA-ASH-N5K-3b,10.100.0.12,Ashburn,Network,Cisco,Cisco Nexus 5596 UP,,US,TCS_Mgmt_ASH_7K,3/26/2019 11:04 AM,
TCS_Mgmt_7K_Ashburn : Sev3 : Interface Output Errors (1001-3000),US Cloud : Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-3b Interface : port-channel1046 Output Errors : 2636 errors This Hour,3/26/2019 11:04 AM,3,Triggered,30.00 m,Interface,NA-ASH-N5K-3b,10.100.0.12,Ashburn,Network,Cisco,Cisco Nexus 5596 UP,,US,TCS_Mgmt_ASH_7K,3/26/2019 11:04 AM,
TCS_Mgmt_7K_Ashburn : Sev3 : Interface Output Errors (1001-3000),US Cloud : Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-3b Interface : port-channel1035 Output Errors : 2636 errors This Hour,3/26/2019 11:04 AM,3,Triggered,30.00 m,Interface,NA-ASH-N5K-3b,10.100.0.12,Ashburn,Network,Cisco,Cisco Nexus 5596 UP,,US,TCS_Mgmt_ASH_7K,3/26/2019 11:04 AM,
TCS_Mgmt_7K_Ashburn : Sev3 : Interface Output Errors (1001-3000),US Cloud : Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-3b Interface : port-channel1038 Output Errors : 2750 errors This Hour,3/26/2019 11:04 AM,5,Triggered,30.00 m,Interface,NA-ASH-N5K-3b,10.100.0.12,Ashburn,Network,Cisco,Cisco Nexus 5596 UP,,US,TCS_Mgmt_ASH_7K,3/26/2019 11:04 AM,
TCS_Mgmt_7K_Ashburn : Sev2 : Interface Input Errors (3001-4999),US Cloud :  Sev2 : Network : DC : Ashburn Device : NA-ASH-N5K-2a Interface : Ethernet1/32 Input Errors per hour is 3075 errors,3/26/2019 11:04 AM,2,Triggered,30.00 m,Interface,NA-ASH-N5K-2a,192.168.0.23,Ashburn,Network,Cisco,Cisco Nexus 5548,,US,TCS_Mgmt_ASH_7K,3/26/2019 11:04 AM,
TCS_Mgmt_7K_Ashburn : Sev2 : Interface Input Errors (3001-4999),US Cloud :  Sev2 : Network : DC : Ashburn Device : NA-ASH-N5K-2a Interface : port-channel150 Input Errors per hour is 3073 errors,3/26/2019 11:04 AM,1,Triggered,30.00 m,Interface,NA-ASH-N5K-2a,192.168.0.23,Ashburn,Network,Cisco,Cisco Nexus 5548,,US,TCS_Mgmt_ASH_7K,3/26/2019 11:04 AM,
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : AUAADC-HUB413 is Down.,4/6/2019 10:14 AM,28,Triggered,0.25 m,Node,AUAADC-HUB413,10.11.10.52,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 11:03 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Franklin Park : NOATDC-QHFM603 is Down.,3/26/2019 10:42 AM,8,Triggered,0.25 m,Node,NOATDC-QHFM603,10.11.145.63,Franklin Park,Windows,Unknown,Unknown,QA,US,ALCOA,3/26/2019 10:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Franklin Park : noatdc-qhfm601.noa.alcoa.com is Down.,3/26/2019 10:38 AM,8,Triggered,0.25 m,Node,noatdc-qhfm601.noa.alcoa.com,10.11.145.61,Franklin Park,Windows,Unknown,Unknown,QA,US,ALCOA,3/26/2019 10:38 AM,Alcoa_Alert_Console
TCS_Mgmt_7K_FPK : Sev1 : Interface is down,US Cloud : Sev1 : Network : Node : NA-FPK-CB500-8a Interface : TenGigabitEthernet 0/9  is Down,3/26/2019 10:37 AM,1,Triggered,1.00 m,Interface,NA-FPK-CB500-8a,10.200.0.25,Franklin Park,Network,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc.",Production,US,TCS_Mgmt_FPK_7K,3/26/2019 10:37 AM,
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : AUAADC-HUB413 is Down.,4/6/2019 10:14 AM,28,Triggered,0.25 m,Node,AUAADC-HUB413,10.11.10.52,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 9:33 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-HUB414 is Down.,3/27/2019 10:10 AM,54,Triggered,0.25 m,Node,NOAADC-HUB414,10.11.10.59,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 8:38 AM,Alcoa_Alert_Console
TCS_Mgmt_FPK_9K : Sev1 : Interface Output Errors above 5000,US Cloud : Sev1 : Network : TCS_Mgmt_FPK_9K :DC : Franklin Park Device : FPKNWSTK01.tcscloud.com Interface : TenGigabitEthernet2/1/4 Output Errors : 10654 errors This Hour,4/10/2019 8:03 AM,131,Triggered,30.00 m,Interface,FPKNWSTK01.tcscloud.com,172.26.0.1,Franklin Park,Network,Cisco,Cisco Catalyst 38xx stack,TCS Mgmt,US,TCS_Mgmt_FPK_9K,3/26/2019 8:34 AM,
TCS_Mgmt_Ashburn : Sev3 : Interface Input Errors (1001 - 3000),US Cloud :  Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-2b Interface : port-channel27 Input Errors per hour is 1470 errors,3/26/2019 8:04 AM,6,Triggered,30.00 m,Interface,NA-ASH-N5K-2b,192.168.0.24,Ashburn,Network,Cisco,Cisco Nexus 5548,,US,TCS_Mgmt_ASH_7K,3/26/2019 8:04 AM,
TCS_Mgmt_Ashburn : Sev3 : Interface Input Errors (1001 - 3000),US Cloud :  Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-2b Interface : Ethernet2/8 Input Errors per hour is 1471 errors,3/26/2019 8:04 AM,5,Triggered,30.00 m,Interface,NA-ASH-N5K-2b,192.168.0.24,Ashburn,Network,Cisco,Cisco Nexus 5548,,US,TCS_Mgmt_ASH_7K,3/26/2019 8:04 AM,
TCS_Management Sev2 : Serious : VM CPU Utilization is above 95%,US Cloud : VMware : Sev2 : CPU Utilization of Guest VM ccttecchi013 is above 95%,4/9/2019 5:35 PM,390,Triggered,10.00 m,Virtual Machine,CCTTECCHI013,10.13.115.23,Franklin Park,Linux,net-snmp,net-snmp - Linux,Production,US,eMEDS,3/26/2019 7:55 AM,
Sensata_Sev3 : CPU Utilization Virtual Servers above 90%,US Cloud : Sev3 : Windows : Sensata : Franklin Park : Virtual : stic-quspwf1 : CPU Load is 100 %,4/10/2019 7:11 AM,221,Triggered,6.00 m,Node,stic-quspwf1,10.100.65.19,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,Sensata,3/26/2019 7:16 AM,Sensata_Alert
Sensata_Sev3 : CPU Utilization Virtual Servers above 90%,US Cloud : Sev3 : Windows : Sensata : Ashburn : Virtual : SITA-QUSPWF1 : CPU Load is 100 %,4/10/2019 7:11 AM,213,Triggered,6.00 m,Node,SITA-QUSPWF1,10.100.1.19,Ashburn,Windows,Windows,Windows 2012 R2 Server,Production,US,Sensata,3/26/2019 7:16 AM,Sensata_Alert
TCS_Mgmt_FPK_7K_Network : Sev3 : Fabric : Interface Outbound Utilization above 80%,US Cloud : Network :  Device NA-FPK-NX7K-SW2-CLOUD-AGG2 : Interface Vlan811 : Outbound Utilization is 84 %,4/10/2019 10:33 AM,36,Triggered,30.00 m,Interface,NA-FPK-NX7K-SW2-CLOUD-AGG2,192.168.100.3,Franklin Park,Network,Cisco,Cisco Nexus 7000 Series,,US,TCS_Mgmt_FPK_7K,3/26/2019 7:04 AM,
Sensata_Sev3 : CPU Utilization above 90%,US Cloud : Sev3 : Linux : Sensata : Franklin Park : AMER : stic-obitld1.corp.sensata.com : CPU Load is 100 %,4/4/2019 7:03 AM,60,Triggered,3.00 m,Node,stic-obitld1.corp.sensata.com,10.100.84.29,Franklin Park,Linux,net-snmp,net-snmp - Linux,Test/Pre-Prod,US,Sensata,3/26/2019 6:13 AM,Sensata_Alert
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-HUB414 is Down.,3/27/2019 10:10 AM,54,Triggered,0.25 m,Node,NOAADC-HUB414,10.11.10.59,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 6:04 AM,Alcoa_Alert_Console
TCS_Mgmt_FPK_9K : Sev3 : Interface Output Errors (1001-3000)(Mail_Only),US Cloud : Sev3 : Network : TCS_Mgmt_FPK_9K : DC : Franklin Park Device : FPKNWLEA08 Interface : Ethernet1/30 Output Errors : 1172 errors This Hour,4/3/2019 5:49 AM,21,Triggered,30.00 m,Interface,FPKNWLEA08.us.tcscloud.com,172.26.0.30,Franklin Park,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_FPK_9K,3/26/2019 6:04 AM,
TCS_Mgmt_FPK_9K : Sev3 : Interface Output Errors (1001-3000)(Mail_Only),US Cloud : Sev3 : Network : TCS_Mgmt_FPK_9K : DC : Franklin Park Device : FPKNWLEA08 Interface : port-channel33 Output Errors : 1172 errors This Hour,4/3/2019 5:49 AM,24,Triggered,30.00 m,Interface,FPKNWLEA08.us.tcscloud.com,172.26.0.30,Franklin Park,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_FPK_9K,3/26/2019 6:04 AM,
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-HUB414 is Down.,3/27/2019 10:10 AM,54,Triggered,0.25 m,Node,NOAADC-HUB414,10.11.10.59,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,3/26/2019 5:54 AM,Alcoa_Alert_Console
Sev3 : ESXi Host Memory Utilization is above 95%,US Cloud : VMware : Sev3 : usashpotmesx03.tcscloud.com : Memory Utilization is above 95%.,3/26/2019 5:44 AM,232,Triggered,10.00 m,Virtual Host,usashpotmesx03.tcscloud.com,10.105.6.25,Ashburn,Windows,VMware Inc.,VMware ESX Server,Production,US,TCS_Mgmt_ASH_7K,3/26/2019 5:44 AM,
Emeds_Sev3 : File System Utilization above 85%,US Cloud : Sev3 : Linux : eMEDS : Franklin Park : ccttecchi017 : File System /var/log is 85 %,4/2/2019 4:29 PM,23,Triggered,10.00 m,Volume,ccttecchi017,10.13.75.36,Franklin Park,Linux,Linux,Red Hat,Production,US,eMEDS,3/26/2019 5:24 AM,eMeds_Alerts
TCS_Mgmt_Ashburn : Sev3 : Interface Input Errors (1001 - 3000),US Cloud :  Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-3a Interface : port-channel151 Input Errors per hour is 1323 errors,3/26/2019 4:34 AM,3,Triggered,30.00 m,Interface,NA-ASH-N5K-3a,10.100.0.11,Ashburn,Network,Cisco,Cisco Nexus 5596 UP,,US,TCS_Mgmt_ASH_7K,3/26/2019 4:34 AM,
TCS_Mgmt_Ashburn : Sev3 : Interface Input Errors (1001 - 3000),US Cloud :  Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-3b Interface : Ethernet1/19 Input Errors per hour is 1482 errors,3/26/2019 4:34 AM,6,Triggered,30.00 m,Interface,NA-ASH-N5K-3b,10.100.0.12,Ashburn,Network,Cisco,Cisco Nexus 5596 UP,,US,TCS_Mgmt_ASH_7K,3/26/2019 4:34 AM,
TCS_Mgmt_Ashburn : Sev3 : Interface Input Errors (1001 - 3000),US Cloud :  Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-3b Interface : port-channel152 Input Errors per hour is 1483 errors,3/26/2019 4:34 AM,4,Triggered,30.00 m,Interface,NA-ASH-N5K-3b,10.100.0.12,Ashburn,Network,Cisco,Cisco Nexus 5596 UP,,US,TCS_Mgmt_ASH_7K,3/26/2019 4:34 AM,
TCS_Mgmt_Ashburn : Sev3 : Interface Input Errors (1001 - 3000),US Cloud :  Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-2a Interface : Ethernet1/32 Input Errors per hour is 1423 errors,3/26/2019 4:34 AM,3,Triggered,30.00 m,Interface,NA-ASH-N5K-2a,192.168.0.23,Ashburn,Network,Cisco,Cisco Nexus 5548,,US,TCS_Mgmt_ASH_7K,3/26/2019 4:34 AM,
TCS_Mgmt_Ashburn : Sev3 : Interface Input Errors (1001 - 3000),US Cloud :  Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-2a Interface : port-channel150 Input Errors per hour is 1427 errors,3/26/2019 4:34 AM,4,Triggered,30.00 m,Interface,NA-ASH-N5K-2a,192.168.0.23,Ashburn,Network,Cisco,Cisco Nexus 5548,,US,TCS_Mgmt_ASH_7K,3/26/2019 4:34 AM,
TCS_Mgmt_7K_Ashburn : Sev3 : Interface Output Errors (1001-3000),US Cloud : Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-2b Interface : port-channel150 Output Errors : 1423 errors This Hour,3/26/2019 4:34 AM,3,Triggered,30.00 m,Interface,NA-ASH-N5K-2b,192.168.0.24,Ashburn,Network,Cisco,Cisco Nexus 5548,,US,TCS_Mgmt_ASH_7K,3/26/2019 4:34 AM,
TCS_Mgmt_7K_Ashburn : Sev3 : Interface Output Errors (1001-3000),US Cloud : Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-2b Interface : port-channel152 Output Errors : 1514 errors This Hour,3/26/2019 4:34 AM,10,Triggered,30.00 m,Interface,NA-ASH-N5K-2b,192.168.0.24,Ashburn,Network,Cisco,Cisco Nexus 5548,,US,TCS_Mgmt_ASH_7K,3/26/2019 4:34 AM,
TCS_Mgmt_7K_Ashburn : Sev3 : Interface Output Errors (1001-3000),US Cloud : Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-3b Interface : port-channel1046 Output Errors : 1324 errors This Hour,3/26/2019 11:04 AM,3,Triggered,30.00 m,Interface,NA-ASH-N5K-3b,10.100.0.12,Ashburn,Network,Cisco,Cisco Nexus 5596 UP,,US,TCS_Mgmt_ASH_7K,3/26/2019 4:34 AM,
TCS_Mgmt_7K_Ashburn : Sev3 : Interface Output Errors (1001-3000),US Cloud : Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-3b Interface : port-channel151 Output Errors : 1323 errors This Hour,3/26/2019 4:34 AM,3,Triggered,30.00 m,Interface,NA-ASH-N5K-3b,10.100.0.12,Ashburn,Network,Cisco,Cisco Nexus 5596 UP,,US,TCS_Mgmt_ASH_7K,3/26/2019 4:34 AM,
TCS_Mgmt_7K_Ashburn : Sev3 : Interface Output Errors (1001-3000),US Cloud : Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-3b Interface : port-channel1038 Output Errors : 1414 errors This Hour,3/26/2019 11:04 AM,5,Triggered,30.00 m,Interface,NA-ASH-N5K-3b,10.100.0.12,Ashburn,Network,Cisco,Cisco Nexus 5596 UP,,US,TCS_Mgmt_ASH_7K,3/26/2019 4:34 AM,
TCS_Mgmt_7K_Ashburn : Sev3 : Interface Output Errors (1001-3000),US Cloud : Sev3 : Network : DC : Ashburn Device : NA-ASH-N5K-3b Interface : port-channel1035 Output Errors : 1324 errors This Hour,3/26/2019 11:04 AM,3,Triggered,30.00 m,Interface,NA-ASH-N5K-3b,10.100.0.12,Ashburn,Network,Cisco,Cisco Nexus 5596 UP,,US,TCS_Mgmt_ASH_7K,3/26/2019 4:34 AM,
